products,category,price,cost,units_sold,profit_margin,discount,total_revenue,month,zscore,space,space_proportion,total_space_percentage_per_month,space_impact,predicted_total_revenue,adjusted_total_revenue,revenue_difference,predicted_rentability
air_freshener_air_wick,cleaning_products,7.41,6.38,44,14,0,326.04,4,2.3841689897825726,2,0.005917159763313609,1.0,-0.07420118343195267,326.1309000000006,301.84744615384614,24.192553846153885,301.5566
air_freshener_air_wick,cleaning_products,7.41,6.38,44,14,0,326.04,5,2.3841689897825726,2,0.005917159763313609,1.0,-0.07420118343195267,326.1309000000006,301.84744615384614,24.192553846153885,301.5566
air_freshener_air_wick,cleaning_products,7.41,6.38,45,14,0,333.45,6,2.4650481756131724,2,0.005917159763313609,1.0,-0.07588757396449704,333.3018000000004,308.1452884615384,25.30471153846156,307.92294
air_freshener_air_wick,cleaning_products,7.41,6.38,44,14,0,326.04,7,2.3841689897825726,2,0.005917159763313609,1.0,-0.07420118343195267,326.1309000000006,301.84744615384614,24.192553846153885,302.0731
air_freshener_air_wick,cleaning_products,7.41,6.38,45,14,0,333.45,8,2.4650481756131724,2,0.005917159763313609,1.0,-0.07588757396449704,333.3018000000004,308.1452884615384,25.30471153846156,307.92294
air_freshener_air_wick,cleaning_products,7.41,6.38,45,14,0,333.45,9,2.4650481756131724,2,0.005917159763313609,1.0,-0.07588757396449704,333.3018000000004,308.1452884615384,25.30471153846156,308.00186
air_freshener_air_wick,cleaning_products,7.41,6.38,45,14,0,333.45,10,2.4650481756131724,2,0.005917159763313609,1.0,-0.07588757396449704,333.3018000000004,308.1452884615384,25.30471153846156,308.01126
air_freshener_glade,cleaning_products,9.5,8.18,20,14,0,190.0,0,0.8993100909438637,2,0.005917159763313609,1.0,-0.043240782885753296,171.2272,181.78425125170688,8.215748748293123,170.01279
air_freshener_glade,cleaning_products,9.5,8.18,21,14,0,199.5,1,1.0030013548292485,2,0.005917159763313609,1.0,-0.045402822030040965,190.67319999999995,190.44213700500683,9.057862994993172,189.3008
air_freshener_glade,cleaning_products,9.5,8.18,22,14,0,209.0,2,1.106692618714633,2,0.005917159763313609,1.0,-0.047564861174328635,202.34060000000002,199.0589440145653,9.941055985434701,198.99371
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,3,1.3140751464854026,2,0.005917159763313609,1.0,-0.05188893946290396,228.0,216.1693218024579,11.830678197542113,216.14067
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,4,1.3140751464854026,2,0.005917159763313609,1.0,-0.05188893946290396,228.0,216.1693218024579,11.830678197542113,216.20526
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,5,1.3140751464854026,2,0.005917159763313609,1.0,-0.05188893946290396,228.0,216.1693218024579,11.830678197542113,216.1969
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,6,1.3140751464854026,2,0.005917159763313609,1.0,-0.05188893946290396,228.0,216.1693218024579,11.830678197542113,216.09128
air_freshener_glade,cleaning_products,9.5,8.18,25,14,0,237.5,7,1.4177664103707872,2,0.005917159763313609,1.0,-0.05405097860719162,234.49819999999977,224.66289258079198,12.837107419208024,221.3733
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,8,1.3140751464854026,2,0.005917159763313609,1.0,-0.05188893946290396,228.0,216.1693218024579,11.830678197542113,216.09128
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,9,1.3140751464854026,2,0.005917159763313609,1.0,-0.05188893946290396,228.0,216.1693218024579,11.830678197542113,216.07512
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,10,1.3140751464854026,2,0.005917159763313609,1.0,-0.05188893946290396,228.0,216.1693218024579,11.830678197542113,216.09389
alioli_chovi,groceries,6.48,5.58,32,14,0,207.36,0,1.0887922321070511,2,0.005917159763313609,1.0,-0.047191624943104235,208.6764000000002,197.57434465179793,9.785655348202084,198.20335
alioli_chovi,groceries,6.48,5.58,33,14,0,213.84,1,1.1595205889467661,2,0.005917159763313609,1.0,-0.048666363222576246,213.68360000000013,203.4331848884843,10.406815111515698,205.38701
alioli_chovi,groceries,6.48,5.58,35,14,0,226.8,2,1.3009773026261962,2,0.005917159763313609,1.0,-0.05161583978152026,226.92989999999992,215.0935275375512,11.7064724624488,215.81166
alioli_chovi,groceries,6.48,5.58,36,14,0,233.28000000000003,3,1.3717056594659112,2,0.005917159763313609,1.0,-0.053090578060992266,234.27839999999992,220.89502994993174,12.38497005006829,220.21078
alioli_chovi,groceries,6.48,5.58,38,14,0,246.24,4,1.5131623731453412,2,0.005917159763313609,1.0,-0.056040054619936275,246.16150000000033,232.44069695038692,13.799303049613087,233.57063
alioli_chovi,groceries,6.48,5.58,38,14,0,246.24,5,1.5131623731453412,2,0.005917159763313609,1.0,-0.056040054619936275,246.16150000000033,232.44069695038692,13.799303049613087,233.57063
alioli_chovi,groceries,6.48,5.58,38,14,0,246.24,6,1.5131623731453412,2,0.005917159763313609,1.0,-0.056040054619936275,246.16150000000033,232.44069695038692,13.799303049613087,234.09508
alioli_chovi,groceries,6.48,5.58,39,14,0,252.72000000000003,7,1.5838907299850564,2,0.005917159763313609,1.0,-0.057514792899408286,251.7883000000002,238.18486153846155,14.53513846153848,236.92802
alioli_chovi,groceries,6.48,5.58,38,14,0,246.24,8,1.5131623731453412,2,0.005917159763313609,1.0,-0.056040054619936275,246.16150000000033,232.44069695038692,13.799303049613087,234.65283
alioli_chovi,groceries,6.48,5.58,39,14,0,252.72000000000003,9,1.5838907299850564,2,0.005917159763313609,1.0,-0.057514792899408286,251.7883000000002,238.18486153846155,14.53513846153848,236.9959
alioli_chovi,groceries,6.48,5.58,39,14,0,252.72000000000003,10,1.5838907299850564,2,0.005917159763313609,1.0,-0.057514792899408286,251.7883000000002,238.18486153846155,14.53513846153848,237.05185
aloe_vera,drinks,4.86,4.18,24,14,0,116.64000000000001,0,0.09859523635104042,1,0.0029585798816568047,1.0,-0.009385176941010345,116.39299999999997,115.54531296160056,1.0946870383994565,115.41848
aloe_vera,drinks,4.86,4.18,26,14,0,126.36000000000001,1,0.20468777161061297,1,0.0029585798816568047,1.0,-0.010167275019427874,125.88959999999993,125.07526312854512,1.2847368714548963,123.48269
aloe_vera,drinks,4.86,4.18,27,14,0,131.22,2,0.2577340392403992,1,0.0029585798816568047,1.0,-0.010558324058636638,129.87649999999988,129.83453671702568,1.3854632829743139,128.41743
aloe_vera,drinks,4.86,4.18,28,14,0,136.08,3,0.31078030687018565,1,0.0029585798816568047,1.0,-0.010949373097845404,131.68989999999997,134.59000930884523,1.4899906911547873,131.1022
aloe_vera,drinks,4.86,4.18,29,14,0,140.94,4,0.3638265744999718,1,0.0029585798816568047,1.0,-0.011340422137054166,140.36070000000004,139.34168090400357,1.5983190959964304,139.43811
aloe_vera,drinks,4.86,4.18,30,14,0,145.8,5,0.4168728421297582,1,0.0029585798816568047,1.0,-0.01173147117626293,145.5133999999998,144.08955150250088,1.7104484974991294,143.6429
aloe_vera,drinks,4.86,4.18,30,14,0,145.8,6,0.4168728421297582,1,0.0029585798816568047,1.0,-0.01173147117626293,145.5133999999998,144.08955150250088,1.7104484974991294,144.26561
aloe_vera,drinks,4.86,4.18,30,14,0,145.8,7,0.4168728421297582,1,0.0029585798816568047,1.0,-0.01173147117626293,145.5133999999998,144.08955150250088,1.7104484974991294,144.26561
aloe_vera,drinks,4.86,4.18,29,14,0,140.94,8,0.3638265744999718,1,0.0029585798816568047,1.0,-0.011340422137054166,140.36070000000004,139.34168090400357,1.5983190959964304,139.78752
aloe_vera,drinks,4.86,4.18,30,14,0,145.8,9,0.4168728421297582,1,0.0029585798816568047,1.0,-0.01173147117626293,145.5133999999998,144.08955150250088,1.7104484974991294,144.34723
aloe_vera,drinks,4.86,4.18,29,14,0,140.94,10,0.3638265744999718,1,0.0029585798816568047,1.0,-0.011340422137054166,140.36070000000004,139.34168090400357,1.5983190959964304,139.97119
aloe_vera_mango,drinks,4.95,4.26,15,14,0,74.25,0,-0.3640860979754288,1,0.0029585798816568047,1.0,-0.00597436032124501,72.56349999999998,73.80640374614757,0.4435962538524336,73.41763
aloe_vera_mango,drinks,4.95,4.26,16,14,0,79.2,1,-0.31005749205620203,1,0.0029585798816568047,1.0,-0.0063726510093280115,77.41269999999992,78.69528604006122,0.5047139599387833,78.262695
aloe_vera_mango,drinks,4.95,4.26,16,14,0,79.2,2,-0.31005749205620203,1,0.0029585798816568047,1.0,-0.0063726510093280115,77.41269999999992,78.69528604006122,0.5047139599387833,78.262695
aloe_vera_mango,drinks,4.95,4.26,17,14,0,84.15,3,-0.2560288861369752,1,0.0029585798816568047,1.0,-0.0067709416974110126,83.4155999999999,83.58022525616288,0.5697747438371294,83.50921
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,4,-0.20200028021774857,1,0.0029585798816568047,1.0,-0.007169232385494013,89.10000000000016,88.4612213944525,0.6387786055475146,88.67571
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,5,-0.20200028021774857,1,0.0029585798816568047,1.0,-0.007169232385494013,89.10000000000016,88.4612213944525,0.6387786055475146,88.67571
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,6,-0.20200028021774857,1,0.0029585798816568047,1.0,-0.007169232385494013,89.10000000000016,88.4612213944525,0.6387786055475146,88.79497
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,7,-0.20200028021774857,1,0.0029585798816568047,1.0,-0.007169232385494013,89.10000000000016,88.4612213944525,0.6387786055475146,88.79497
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,8,-0.20200028021774857,1,0.0029585798816568047,1.0,-0.007169232385494013,89.10000000000016,88.4612213944525,0.6387786055475146,88.79497
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,9,-0.20200028021774857,1,0.0029585798816568047,1.0,-0.007169232385494013,89.10000000000016,88.4612213944525,0.6387786055475146,88.8766
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,10,-0.20200028021774857,1,0.0029585798816568047,1.0,-0.007169232385494013,89.10000000000016,88.4612213944525,0.6387786055475146,88.946495
ammonia_bosque_verde,cleaning_products,6.72,5.78,15,14,0,100.8,0,-0.07429630259048528,3,0.008875739644970414,1.0,-0.042144156703324595,103.05060000000003,96.55186900430488,4.248130995695121,97.11851
ammonia_bosque_verde,cleaning_products,6.72,5.78,16,14,0,107.52,1,-0.0009483769789289496,3,0.008875739644970414,1.0,-0.0449537671502129,108.19860000000021,102.6865709560091,4.83342904399089,102.12299
ammonia_bosque_verde,cleaning_products,6.72,5.78,16,14,0,107.52,2,-0.0009483769789289496,3,0.008875739644970414,1.0,-0.0449537671502129,108.19860000000021,102.6865709560091,4.83342904399089,102.38802
ammonia_bosque_verde,cleaning_products,6.72,5.78,17,14,0,114.24,3,0.07239954863262738,3,0.008875739644970414,1.0,-0.047763377597101205,116.00839999999984,108.78351174330714,5.45648825669285,109.49399
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,4,0.1457474742441837,3,0.008875739644970414,1.0,-0.05057298804398951,120.95999999999972,114.84269136619903,6.11730863380096,114.372154
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,5,0.1457474742441837,3,0.008875739644970414,1.0,-0.05057298804398951,120.95999999999972,114.84269136619903,6.11730863380096,114.372154
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,6,0.1457474742441837,3,0.008875739644970414,1.0,-0.05057298804398951,120.95999999999972,114.84269136619903,6.11730863380096,114.73109
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,7,0.1457474742441837,3,0.008875739644970414,1.0,-0.05057298804398951,120.95999999999972,114.84269136619903,6.11730863380096,114.73109
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,8,0.1457474742441837,3,0.008875739644970414,1.0,-0.05057298804398951,120.95999999999972,114.84269136619903,6.11730863380096,114.73109
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,9,0.1457474742441837,3,0.008875739644970414,1.0,-0.05057298804398951,120.95999999999972,114.84269136619903,6.11730863380096,114.733116
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,10,0.1457474742441837,3,0.008875739644970414,1.0,-0.05057298804398951,120.95999999999972,114.84269136619903,6.11730863380096,114.75187
amstel,drinks,2.3,1.98,33,14,0,75.89999999999999,0,-0.3460765626690198,2,0.005917159763313609,1.0,-0.017273554847519343,75.94120000000004,74.58893718707327,1.3110628129267212,74.840096
amstel,drinks,2.3,1.98,35,14,0,80.5,1,-0.29586816120872833,2,0.005917159763313609,1.0,-0.018320436959490215,80.23750000000001,79.02520482476103,1.4747951752389667,76.67423
amstel,drinks,2.3,1.98,36,14,0,82.8,2,-0.2707639604785826,2,0.005917159763313609,1.0,-0.018843878015475646,82.7072000000001,81.23972690031862,1.5602730996813818,80.168175
amstel,drinks,2.3,1.98,38,14,0,87.39999999999999,3,-0.22055555901829096,2,0.005917159763313609,1.0,-0.019890760127446516,87.53899999999985,85.66154756486117,1.738452435138825,85.43487
amstel,drinks,2.3,1.98,40,14,0,92.0,4,-0.1703471575579995,2,0.005917159763313609,1.0,-0.020937642239417385,91.99520000000001,90.0737369139736,1.9262630860263954,89.92684
amstel,drinks,2.3,1.98,39,14,0,89.69999999999999,5,-0.19545135828814522,2,0.005917159763313609,1.0,-0.02041420118343195,89.76109999999993,87.86884615384614,1.8311538461538532,88.67405
amstel,drinks,2.3,1.98,40,14,0,92.0,6,-0.1703471575579995,2,0.005917159763313609,1.0,-0.020937642239417385,91.99520000000001,90.0737369139736,1.9262630860263954,89.82908
amstel,drinks,2.3,1.98,40,14,0,92.0,7,-0.1703471575579995,2,0.005917159763313609,1.0,-0.020937642239417385,91.99520000000001,90.0737369139736,1.9262630860263954,89.82908
amstel,drinks,2.3,1.98,40,14,0,92.0,8,-0.1703471575579995,2,0.005917159763313609,1.0,-0.020937642239417385,91.99520000000001,90.0737369139736,1.9262630860263954,89.82908
amstel,drinks,2.3,1.98,40,14,0,92.0,9,-0.1703471575579995,2,0.005917159763313609,1.0,-0.020937642239417385,91.99520000000001,90.0737369139736,1.9262630860263954,89.85942
amstel,drinks,2.3,1.98,40,14,0,92.0,10,-0.1703471575579995,2,0.005917159763313609,1.0,-0.020937642239417385,91.99520000000001,90.0737369139736,1.9262630860263954,89.900185
anis_del_mono,drinks,0.99,0.86,14,13,0,13.86,0,-1.0232350901899954,2,0.005917159763313609,1.0,-0.0031543013199817936,14.363099999999983,13.816281383705052,0.043718616294947665,13.746572
anis_del_mono,drinks,0.99,0.86,15,13,0,14.85,1,-1.01242936900615,2,0.005917159763313609,1.0,-0.00337960855712335,14.837099999999982,14.799812812926717,0.0501871870732824,14.656507
anis_del_mono,drinks,0.99,0.86,15,13,0,14.85,2,-1.01242936900615,2,0.005917159763313609,1.0,-0.00337960855712335,14.837099999999982,14.799812812926717,0.0501871870732824,14.656507
anis_del_mono,drinks,0.99,0.86,16,13,0,15.84,3,-1.0016236478223046,2,0.005917159763313609,1.0,-0.0036049157942649067,15.66809999999998,15.782898133818843,0.057101866181156424,15.314041
anis_del_mono,drinks,0.99,0.86,18,13,0,17.82,4,-0.9800122054546139,2,0.005917159763313609,1.0,-0.00405553026854802,18.0731,17.747730450614476,0.0722695493855241,18.632895
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,5,-0.9908179266384594,2,0.005917159763313609,1.0,-0.003830223031406463,16.83989999999998,16.76553734638143,0.06446265361856973,15.9727125
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,6,-0.9908179266384594,2,0.005917159763313609,1.0,-0.003830223031406463,16.83989999999998,16.76553734638143,0.06446265361856973,16.363716
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,7,-0.9908179266384594,2,0.005917159763313609,1.0,-0.003830223031406463,16.83989999999998,16.76553734638143,0.06446265361856973,16.363716
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,8,-0.9908179266384594,2,0.005917159763313609,1.0,-0.003830223031406463,16.83989999999998,16.76553734638143,0.06446265361856973,16.363716
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,9,-0.9908179266384594,2,0.005917159763313609,1.0,-0.003830223031406463,16.83989999999998,16.76553734638143,0.06446265361856973,16.39357
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,10,-0.9908179266384594,2,0.005917159763313609,1.0,-0.003830223031406463,16.83989999999998,16.76553734638143,0.06446265361856973,16.423775
aquarius,drinks,2.35,2.02,15,14,0,35.25,0,-0.7897660233996397,2,0.005917159763313609,1.0,-0.008022303140646336,35.12339999999999,34.967213814292215,0.2827861857077849,34.114494
aquarius,drinks,2.35,2.02,16,14,0,37.6,1,-0.7641160791753602,2,0.005917159763313609,1.0,-0.008557123350022759,37.687199999999976,37.278252162039145,0.3217478379608565,36.364876
aquarius,drinks,2.35,2.02,16,14,0,37.6,2,-0.7641160791753602,2,0.005917159763313609,1.0,-0.008557123350022759,37.687199999999976,37.278252162039145,0.3217478379608565,36.364876
aquarius,drinks,2.35,2.02,17,14,0,39.95,3,-0.7384661349510809,2,0.005917159763313609,1.0,-0.009091943559399181,40.00139999999996,39.58677685480201,0.3632231451979919,39.9434
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,4,-0.7128161907268016,2,0.005917159763313609,1.0,-0.009626763768775604,42.300000000000075,41.8927878925808,0.40721210741920544,41.96318
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,5,-0.7128161907268016,2,0.005917159763313609,1.0,-0.009626763768775604,42.300000000000075,41.8927878925808,0.40721210741920544,41.96318
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,6,-0.7128161907268016,2,0.005917159763313609,1.0,-0.009626763768775604,42.300000000000075,41.8927878925808,0.40721210741920544,41.981606
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,7,-0.7128161907268016,2,0.005917159763313609,1.0,-0.009626763768775604,42.300000000000075,41.8927878925808,0.40721210741920544,41.981606
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,8,-0.7128161907268016,2,0.005917159763313609,1.0,-0.009626763768775604,42.300000000000075,41.8927878925808,0.40721210741920544,41.981606
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,9,-0.7128161907268016,2,0.005917159763313609,1.0,-0.009626763768775604,42.300000000000075,41.8927878925808,0.40721210741920544,42.011463
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,10,-0.7128161907268016,2,0.005917159763313609,1.0,-0.009626763768775604,42.300000000000075,41.8927878925808,0.40721210741920544,42.041664
arroz_sos,groceries,2.97,2.56,37,14,0,109.89,0,0.024919864643003914,2,0.005917159763313609,1.0,-0.025009103322712792,109.84059999999995,107.1417496358671,2.7482503641329004,107.43154
arroz_sos,groceries,2.97,2.56,39,14,0,115.83000000000001,1,0.089754191746076,2,0.005917159763313609,1.0,-0.026360946745562133,115.7878999999999,112.77661153846155,3.0533884615384608,113.70731
arroz_sos,groceries,2.97,2.56,40,14,0,118.80000000000001,2,0.12217135529761206,2,0.005917159763313609,1.0,-0.0270368684569868,118.73629999999989,115.58802002730998,3.211979972690031,115.3377
arroz_sos,groceries,2.97,2.56,43,14,0,127.71000000000001,3,0.2194228459522202,2,0.005917159763313609,1.0,-0.02906463359126081,127.78140000000006,123.99815564406009,3.711844355939917,126.6518
arroz_sos,groceries,2.97,2.56,44,14,0,130.68,4,0.2518400095037564,2,0.005917159763313609,1.0,-0.029740555302685483,130.65920000000017,126.79350423304507,3.886495766954937,126.84141
arroz_sos,groceries,2.97,2.56,44,14,0,130.68,5,0.2518400095037564,2,0.005917159763313609,1.0,-0.029740555302685483,130.65920000000017,126.79350423304507,3.886495766954937,126.84141
arroz_sos,groceries,2.97,2.56,45,14,0,133.65,6,0.28425717305529247,2,0.005917159763313609,1.0,-0.03041647701411015,133.0628999999998,129.5848378470642,4.065162152935812,130.6647
arroz_sos,groceries,2.97,2.56,44,14,0,130.68,7,0.2518400095037564,2,0.005917159763313609,1.0,-0.029740555302685483,130.65920000000017,126.79350423304507,3.886495766954937,126.55991
arroz_sos,groceries,2.97,2.56,45,14,0,133.65,8,0.28425717305529247,2,0.005917159763313609,1.0,-0.03041647701411015,133.0628999999998,129.5848378470642,4.065162152935812,130.28552
