products,category,price,cost,units_sold,profit_margin,discount,total_revenue,month,zscore,space
aguila,drinks,1.9,1.63,62,14,0,117.8,9,0.11125648541493999,2
aguila,drinks,1.9,1.63,61,14,0,115.89999999999999,10,0.09051823263786314,2
air_freshener_air_wick,cleaning_products,7.41,6.38,37,14,0,274.17,0,1.8180146889683722,2
air_freshener_air_wick,cleaning_products,7.41,6.38,39,14,0,288.99,1,1.9797730606295723,2
air_freshener_air_wick,cleaning_products,7.41,6.38,40,14,0,296.4,2,2.060652246460172,2
air_freshener_air_wick,cleaning_products,7.41,6.38,43,14,0,318.63,3,2.3032898039519725,2
air_freshener_air_wick,cleaning_products,7.41,6.38,44,14,0,326.04,4,2.3841689897825726,2
air_freshener_air_wick,cleaning_products,7.41,6.38,44,14,0,326.04,5,2.3841689897825726,2
air_freshener_air_wick,cleaning_products,7.41,6.38,45,14,0,333.45,6,2.4650481756131724,2
air_freshener_air_wick,cleaning_products,7.41,6.38,44,14,0,326.04,7,2.3841689897825726,2
air_freshener_air_wick,cleaning_products,7.41,6.38,45,14,0,333.45,8,2.4650481756131724,2
air_freshener_air_wick,cleaning_products,7.41,6.38,45,14,0,333.45,9,2.4650481756131724,2
air_freshener_air_wick,cleaning_products,7.41,6.38,45,14,0,333.45,10,2.4650481756131724,2
air_freshener_glade,cleaning_products,9.5,8.18,20,14,0,190.0,0,0.8993100909438637,2
air_freshener_glade,cleaning_products,9.5,8.18,21,14,0,199.5,1,1.0030013548292485,2
air_freshener_glade,cleaning_products,9.5,8.18,22,14,0,209.0,2,1.106692618714633,2
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,3,1.3140751464854026,2
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,4,1.3140751464854026,2
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,5,1.3140751464854026,2
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,6,1.3140751464854026,2
air_freshener_glade,cleaning_products,9.5,8.18,25,14,0,237.5,7,1.4177664103707872,2
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,8,1.3140751464854026,2
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,9,1.3140751464854026,2
air_freshener_glade,cleaning_products,9.5,8.18,24,14,0,228.0,10,1.3140751464854026,2
alioli_chovi,groceries,6.48,5.58,32,14,0,207.36,0,1.0887922321070511,2
alioli_chovi,groceries,6.48,5.58,33,14,0,213.84,1,1.1595205889467661,2
alioli_chovi,groceries,6.48,5.58,35,14,0,226.8,2,1.3009773026261962,2
alioli_chovi,groceries,6.48,5.58,36,14,0,233.28000000000003,3,1.3717056594659112,2
alioli_chovi,groceries,6.48,5.58,38,14,0,246.24,4,1.5131623731453412,2
alioli_chovi,groceries,6.48,5.58,38,14,0,246.24,5,1.5131623731453412,2
alioli_chovi,groceries,6.48,5.58,38,14,0,246.24,6,1.5131623731453412,2
alioli_chovi,groceries,6.48,5.58,39,14,0,252.72000000000003,7,1.5838907299850564,2
alioli_chovi,groceries,6.48,5.58,38,14,0,246.24,8,1.5131623731453412,2
alioli_chovi,groceries,6.48,5.58,39,14,0,252.72000000000003,9,1.5838907299850564,2
alioli_chovi,groceries,6.48,5.58,39,14,0,252.72000000000003,10,1.5838907299850564,2
aloe_vera,drinks,4.86,4.18,24,14,0,116.64000000000001,0,0.09859523635104042,1
aloe_vera,drinks,4.86,4.18,26,14,0,126.36000000000001,1,0.20468777161061297,1
aloe_vera,drinks,4.86,4.18,27,14,0,131.22,2,0.2577340392403992,1
aloe_vera,drinks,4.86,4.18,28,14,0,136.08,3,0.31078030687018565,1
aloe_vera,drinks,4.86,4.18,29,14,0,140.94,4,0.3638265744999718,1
aloe_vera,drinks,4.86,4.18,30,14,0,145.8,5,0.4168728421297582,1
aloe_vera,drinks,4.86,4.18,30,14,0,145.8,6,0.4168728421297582,1
aloe_vera,drinks,4.86,4.18,30,14,0,145.8,7,0.4168728421297582,1
aloe_vera,drinks,4.86,4.18,29,14,0,140.94,8,0.3638265744999718,1
aloe_vera,drinks,4.86,4.18,30,14,0,145.8,9,0.4168728421297582,1
aloe_vera,drinks,4.86,4.18,29,14,0,140.94,10,0.3638265744999718,1
aloe_vera_mango,drinks,4.95,4.26,15,14,0,74.25,0,-0.3640860979754288,1
aloe_vera_mango,drinks,4.95,4.26,16,14,0,79.2,1,-0.31005749205620203,1
aloe_vera_mango,drinks,4.95,4.26,16,14,0,79.2,2,-0.31005749205620203,1
aloe_vera_mango,drinks,4.95,4.26,17,14,0,84.15,3,-0.2560288861369752,1
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,4,-0.20200028021774857,1
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,5,-0.20200028021774857,1
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,6,-0.20200028021774857,1
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,7,-0.20200028021774857,1
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,8,-0.20200028021774857,1
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,9,-0.20200028021774857,1
aloe_vera_mango,drinks,4.95,4.26,18,14,0,89.10000000000001,10,-0.20200028021774857,1
ammonia_bosque_verde,cleaning_products,6.72,5.78,15,14,0,100.8,0,-0.07429630259048528,3
ammonia_bosque_verde,cleaning_products,6.72,5.78,16,14,0,107.52,1,-0.0009483769789289496,3
ammonia_bosque_verde,cleaning_products,6.72,5.78,16,14,0,107.52,2,-0.0009483769789289496,3
ammonia_bosque_verde,cleaning_products,6.72,5.78,17,14,0,114.24,3,0.07239954863262738,3
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,4,0.1457474742441837,3
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,5,0.1457474742441837,3
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,6,0.1457474742441837,3
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,7,0.1457474742441837,3
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,8,0.1457474742441837,3
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,9,0.1457474742441837,3
ammonia_bosque_verde,cleaning_products,6.72,5.78,18,14,0,120.96,10,0.1457474742441837,3
amstel,drinks,2.3,1.98,33,14,0,75.89999999999999,0,-0.3460765626690198,2
amstel,drinks,2.3,1.98,35,14,0,80.5,1,-0.29586816120872833,2
amstel,drinks,2.3,1.98,36,14,0,82.8,2,-0.2707639604785826,2
amstel,drinks,2.3,1.98,38,14,0,87.39999999999999,3,-0.22055555901829096,2
amstel,drinks,2.3,1.98,40,14,0,92.0,4,-0.1703471575579995,2
amstel,drinks,2.3,1.98,39,14,0,89.69999999999999,5,-0.19545135828814522,2
amstel,drinks,2.3,1.98,40,14,0,92.0,6,-0.1703471575579995,2
amstel,drinks,2.3,1.98,40,14,0,92.0,7,-0.1703471575579995,2
amstel,drinks,2.3,1.98,40,14,0,92.0,8,-0.1703471575579995,2
amstel,drinks,2.3,1.98,40,14,0,92.0,9,-0.1703471575579995,2
amstel,drinks,2.3,1.98,40,14,0,92.0,10,-0.1703471575579995,2
anis_del_mono,drinks,0.99,0.86,14,13,0,13.86,0,-1.0232350901899954,2
anis_del_mono,drinks,0.99,0.86,15,13,0,14.85,1,-1.01242936900615,2
anis_del_mono,drinks,0.99,0.86,15,13,0,14.85,2,-1.01242936900615,2
anis_del_mono,drinks,0.99,0.86,16,13,0,15.84,3,-1.0016236478223046,2
anis_del_mono,drinks,0.99,0.86,18,13,0,17.82,4,-0.9800122054546139,2
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,5,-0.9908179266384594,2
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,6,-0.9908179266384594,2
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,7,-0.9908179266384594,2
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,8,-0.9908179266384594,2
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,9,-0.9908179266384594,2
anis_del_mono,drinks,0.99,0.86,17,13,0,16.83,10,-0.9908179266384594,2
aquarius,drinks,2.35,2.02,15,14,0,35.25,0,-0.7897660233996397,2
aquarius,drinks,2.35,2.02,16,14,0,37.6,1,-0.7641160791753602,2
aquarius,drinks,2.35,2.02,16,14,0,37.6,2,-0.7641160791753602,2
aquarius,drinks,2.35,2.02,17,14,0,39.95,3,-0.7384661349510809,2
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,4,-0.7128161907268016,2
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,5,-0.7128161907268016,2
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,6,-0.7128161907268016,2
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,7,-0.7128161907268016,2
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,8,-0.7128161907268016,2
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,9,-0.7128161907268016,2
aquarius,drinks,2.35,2.02,18,14,0,42.300000000000004,10,-0.7128161907268016,2
arroz_sos,groceries,2.97,2.56,37,14,0,109.89,0,0.024919864643003914,2
arroz_sos,groceries,2.97,2.56,39,14,0,115.83000000000001,1,0.089754191746076,2
arroz_sos,groceries,2.97,2.56,40,14,0,118.80000000000001,2,0.12217135529761206,2
arroz_sos,groceries,2.97,2.56,43,14,0,127.71000000000001,3,0.2194228459522202,2
arroz_sos,groceries,2.97,2.56,44,14,0,130.68,4,0.2518400095037564,2
arroz_sos,groceries,2.97,2.56,44,14,0,130.68,5,0.2518400095037564,2
arroz_sos,groceries,2.97,2.56,45,14,0,133.65,6,0.28425717305529247,2
arroz_sos,groceries,2.97,2.56,44,14,0,130.68,7,0.2518400095037564,2
arroz_sos,groceries,2.97,2.56,45,14,0,133.65,8,0.28425717305529247,2
arroz_sos,groceries,2.97,2.56,45,14,5,133.65,9,0.28425717305529247,2
arroz_sos,groceries,2.97,2.56,45,14,0,133.65,10,0.28425717305529247,2
artichoke,vegetables,1.64,1.41,36,14,0,59.04,0,-0.5301012688908711,2
artichoke,vegetables,1.64,1.41,37,14,0,60.68,1,-0.5122008822832889,2
artichoke,vegetables,1.64,1.41,39,14,0,63.959999999999994,2,-0.47640010906812447,2
artichoke,vegetables,1.64,1.41,40,14,0,65.6,3,-0.4584997224605423,2
artichoke,vegetables,1.64,1.41,43,14,0,70.52,4,-0.4047985626377957,2
artichoke,vegetables,1.64,1.41,42,14,0,68.88,5,-0.4226989492453779,2
artichoke,vegetables,1.64,1.41,43,14,0,70.52,6,-0.4047985626377957,2
artichoke,vegetables,1.64,1.41,43,14,0,70.52,7,-0.4047985626377957,2
artichoke,vegetables,1.64,1.41,44,14,0,72.16,8,-0.3868981760302135,2
artichoke,vegetables,1.64,1.41,43,14,0,70.52,9,-0.4047985626377957,2
artichoke,vegetables,1.64,1.41,42,14,0,68.88,10,-0.4226989492453779,2
asparagus_cojonudos_el_navarrico,groceries,4.87,4.19,24,14,0,116.88,0,0.10121480512288165,2
asparagus_cojonudos_el_navarrico,groceries,4.87,4.19,24,14,0,116.88,1,0.10121480512288165,2
asparagus_cojonudos_el_navarrico,groceries,4.87,4.19,26,14,0,126.62,2,0.20752563778010777,2
asparagus_cojonudos_el_navarrico,groceries,4.87,4.19,27,14,0,131.49,3,0.26068105410872083,2
asparagus_cojonudos_el_navarrico,groceries,4.87,4.19,28,14,0,136.36,4,0.31383647043733387,2
asparagus_cojonudos_el_navarrico,groceries,4.87,4.19,28,14,0,136.36,5,0.31383647043733387,2
asparagus_cojonudos_el_navarrico,groceries,4.87,4.19,29,14,0,141.23,6,0.3669918867659466,2
asparagus_cojonudos_el_navarrico,groceries,4.87,4.19,29,14,0,141.23,7,0.3669918867659466,2
asparagus_cojonudos_el_navarrico,groceries,4.87,4.19,29,14,0,141.23,8,0.3669918867659466,2
asparagus_cojonudos_el_navarrico,groceries,4.87,4.19,28,14,0,136.36,9,0.31383647043733387,2
asparagus_cojonudos_el_navarrico,groceries,4.87,4.19,28,14,0,136.36,10,0.31383647043733387,2
bacon_casatarradellas,groceries,4.17,3.59,32,14,0,133.44,0,0.28196505037993125,2
bacon_casatarradellas,groceries,4.17,3.59,33,14,0,137.60999999999999,1,0.32748005779067396,2
bacon_casatarradellas,groceries,4.17,3.59,35,14,0,145.95,2,0.4185100726121588,2
bacon_casatarradellas,groceries,4.17,3.59,36,14,0,150.12,3,0.4640250800229015,2
bacon_casatarradellas,groceries,4.17,3.59,38,14,0,158.46,4,0.5550550948443866,2
bacon_casatarradellas,groceries,4.17,3.59,38,14,0,158.46,5,0.5550550948443866,2
bacon_casatarradellas,groceries,4.17,3.59,38,14,0,158.46,6,0.5550550948443866,2
bacon_casatarradellas,groceries,4.17,3.59,39,14,0,162.63,7,0.6005701022551291,2
bacon_casatarradellas,groceries,4.17,3.59,38,14,0,158.46,8,0.5550550948443866,2
bacon_casatarradellas,groceries,4.17,3.59,39,14,0,162.63,9,0.6005701022551291,2
bacon_casatarradellas,groceries,4.17,3.59,39,14,0,162.63,10,0.6005701022551291,2
battery_duracell,others,4.25,3.65,26,14,0,110.5,0,0.03157793527143388,1
battery_duracell,others,4.25,3.65,28,14,0,119.0,1,0.12435432927414651,1
battery_duracell,others,4.25,3.65,28,14,0,119.0,2,0.12435432927414651,1
battery_duracell,others,4.25,3.65,30,14,0,127.5,3,0.21713072327685914,1
battery_duracell,others,4.25,3.65,32,14,0,136.0,4,0.30990711727957176,1
battery_duracell,others,4.25,3.65,31,14,0,131.75,5,0.26351892027821544,1
battery_duracell,others,4.25,3.65,31,14,0,131.75,6,0.26351892027821544,1
battery_duracell,others,4.25,3.65,31,14,0,131.75,7,0.26351892027821544,1
battery_duracell,others,4.25,3.65,31,14,0,131.75,8,0.26351892027821544,1
battery_duracell,others,4.25,3.65,32,14,0,136.0,9,0.30990711727957176,1
battery_duracell,others,4.25,3.65,31,14,0,131.75,10,0.26351892027821544,1
biofrutas_clasic,drinks,2.12,1.82,14,14,0,29.68,0,-0.8505618486461233,2
biofrutas_clasic,drinks,2.12,1.82,15,14,0,31.8,1,-0.8274223244948584,2
biofrutas_clasic,drinks,2.12,1.82,16,14,0,33.92,2,-0.8042828003435936,2
biofrutas_clasic,drinks,2.12,1.82,16,14,0,33.92,3,-0.8042828003435936,2
biofrutas_clasic,drinks,2.12,1.82,17,14,0,36.04,4,-0.7811432761923287,2
biofrutas_clasic,drinks,2.12,1.82,17,14,0,36.04,5,-0.7811432761923287,2
biofrutas_clasic,drinks,2.12,1.82,17,14,0,36.04,6,-0.7811432761923287,2
biofrutas_clasic,drinks,2.12,1.82,18,14,0,38.160000000000004,7,-0.758003752041064,2
biofrutas_clasic,drinks,2.12,1.82,17,14,0,36.04,8,-0.7811432761923287,2
biofrutas_clasic,drinks,2.12,1.82,17,14,0,36.04,9,-0.7811432761923287,2
biofrutas_clasic,drinks,2.12,1.82,17,14,0,36.04,10,-0.7811432761923287,2
biofrutas_tropical,drinks,1.02,0.88,19,14,0,19.38,0,-0.9629850084376456,2
biofrutas_tropical,drinks,1.02,0.88,20,14,0,20.4,1,-0.9518518411573201,2
biofrutas_tropical,drinks,1.02,0.88,21,14,0,21.42,2,-0.9407186738769945,2
biofrutas_tropical,drinks,1.02,0.88,22,14,0,22.44,3,-0.9295855065966689,2
biofrutas_tropical,drinks,1.02,0.88,24,14,0,24.48,4,-0.9073191720360179,2
biofrutas_tropical,drinks,1.02,0.88,23,14,0,23.46,5,-0.9184523393163435,2
biofrutas_tropical,drinks,1.02,0.88,23,14,0,23.46,6,-0.9184523393163435,2
biofrutas_tropical,drinks,1.02,0.88,23,14,0,23.46,7,-0.9184523393163435,2
biofrutas_tropical,drinks,1.02,0.88,23,14,0,23.46,8,-0.9184523393163435,2
biofrutas_tropical,drinks,1.02,0.88,23,14,0,23.46,9,-0.9184523393163435,2
biofrutas_tropical,drinks,1.02,0.88,22,14,0,22.44,10,-0.9295855065966689,2
biscuit_príncipe,groceries,6.67,5.74,36,14,0,240.12,0,1.446363369463388,1
biscuit_príncipe,groceries,6.67,5.74,37,14,0,246.79,1,1.519165551580811,1
biscuit_príncipe,groceries,6.67,5.74,39,14,0,260.13,2,1.6647699158156561,1
biscuit_príncipe,groceries,6.67,5.74,40,14,0,266.8,3,1.737572097933079,1
biscuit_príncipe,groceries,6.67,5.74,42,14,0,280.14,4,1.8831764621679241,1
biscuit_príncipe,groceries,6.67,5.74,42,14,0,280.14,5,1.8831764621679241,1
biscuit_príncipe,groceries,6.67,5.74,43,14,0,286.81,6,1.955978644285347,1
biscuit_príncipe,groceries,6.67,5.74,43,14,0,286.81,7,1.955978644285347,1
biscuit_príncipe,groceries,6.67,5.74,43,14,0,286.81,8,1.955978644285347,1
biscuit_príncipe,groceries,6.67,5.74,43,14,0,286.81,9,1.955978644285347,1
biscuit_príncipe,groceries,6.67,5.74,42,14,0,280.14,10,1.8831764621679241,1
biscuits_maría_fontaneda,groceries,4.02,3.46,19,14,0,76.38,0,-0.9551263021221216,1
biscuits_maría_fontaneda,groceries,4.02,3.46,23,14,0,92.46,1,-0.9551263021221216,1
biscuits_maría_fontaneda,groceries,4.02,3.46,50,14,0,200.99999999999997,2,-0.9112485251937799,1
biscuits_maría_fontaneda,groceries,4.02,3.46,0,14,0,0.0,3,-0.9112485251937799,1
biscuits_maría_fontaneda,groceries,4.02,3.46,0,14,0,0.0,4,-0.9112485251937799,1
biscuits_maría_fontaneda,groceries,4.02,3.46,7,14,0,28.139999999999997,5,-0.9112485251937799,1
biscuits_maría_fontaneda,groceries,4.02,3.46,0,14,0,0.0,6,-0.9112485251937799,1
biscuits_maría_fontaneda,groceries,4.02,3.46,49,14,0,196.98,7,-0.9112485251937799,1
biscuits_maría_fontaneda,groceries,4.02,3.46,0,14,0,0.0,8,-0.8673707482654381,1
biscuits_maría_fontaneda,groceries,4.02,3.46,0,14,0,0.0,9,-0.9112485251937799,1
biscuits_maría_fontaneda,groceries,4.02,3.46,0,14,0,0.0,10,-0.9112485251937799,1
bleach_conejo,cleaning_products,5.06,4.36,8,14,0,40.48,0,-0.8983689787322269,3
bleach_conejo,cleaning_products,5.06,4.36,0,14,0,0.0,1,-0.8983689787322269,3
bleach_conejo,cleaning_products,5.06,4.36,0,14,0,0.0,2,-0.8983689787322269,3
bleach_conejo,cleaning_products,5.06,4.36,0,14,0,0.0,3,-0.8983689787322269,3
bleach_conejo,cleaning_products,5.06,4.36,0,14,0,0.0,4,-0.8983689787322269,3
bleach_conejo,cleaning_products,5.06,4.36,27,14,0,136.61999999999998,5,-0.8983689787322269,3
bleach_conejo,cleaning_products,5.06,4.36,0,14,0,0.0,6,-0.8983689787322269,3
bleach_conejo,cleaning_products,5.06,4.36,0,14,0,0.0,7,-0.8983689787322269,3
bleach_conejo,cleaning_products,5.06,4.36,50,14,0,252.99999999999997,8,-0.8983689787322269,3
bleach_conejo,cleaning_products,5.06,4.36,0,14,0,0.0,9,-0.8983689787322269,3
bleach_conejo,cleaning_products,5.06,4.36,54,14,0,273.23999999999995,10,-0.8983689787322269,3
bleach_estrella,cleaning_products,2.14,1.84,0,14,0,0.0,0,-1.057726079019239,3
bleach_estrella,cleaning_products,2.14,1.84,0,14,0,0.0,1,-1.057726079019239,3
bleach_estrella,cleaning_products,2.14,1.84,0,14,0,0.0,2,-1.0343682574703208,3
bleach_estrella,cleaning_products,2.14,1.84,51,14,0,109.14,3,-1.0343682574703208,3
bleach_estrella,cleaning_products,2.14,1.84,8,14,0,17.12,4,-1.0343682574703208,3
bleach_estrella,cleaning_products,2.14,1.84,0,14,0,0.0,5,-1.0343682574703208,3
bleach_estrella,cleaning_products,2.14,1.84,0,14,0,0.0,6,-1.0343682574703208,3
bleach_estrella,cleaning_products,2.14,1.84,0,14,0,0.0,7,-1.0343682574703208,3
bleach_estrella,cleaning_products,2.14,1.84,9,14,0,19.26,8,-1.0110104359214025,3
bleach_estrella,cleaning_products,2.14,1.84,0,14,0,0.0,9,-1.0343682574703208,3
bleach_estrella,cleaning_products,2.14,1.84,49,14,0,104.86,10,-1.0343682574703208,3
blue_cheese_la_peral,groceries,4.13,3.55,20,14,0,82.6,0,-0.27294693445511703,2
blue_cheese_la_peral,groceries,4.13,3.55,20,14,0,82.6,1,-0.27294693445511703,2
blue_cheese_la_peral,groceries,4.13,3.55,21,14,0,86.73,2,-0.2278685218396813,2
blue_cheese_la_peral,groceries,4.13,3.55,22,14,0,90.86,3,-0.18279010922424566,2
blue_cheese_la_peral,groceries,4.13,3.55,24,14,0,99.12,4,-0.09263328399337428,2
blue_cheese_la_peral,groceries,4.13,3.55,23,14,0,94.99,5,-0.13771169660881005,2
blue_cheese_la_peral,groceries,4.13,3.55,23,14,0,94.99,6,-0.13771169660881005,2
blue_cheese_la_peral,groceries,4.13,3.55,23,14,0,94.99,7,-0.13771169660881005,2
blue_cheese_la_peral,groceries,4.13,3.55,23,14,0,94.99,8,-0.13771169660881005,2
blue_cheese_la_peral,groceries,4.13,3.55,23,14,0,94.99,9,-0.13771169660881005,2
blue_cheese_la_peral,groceries,4.13,3.55,23,14,0,94.99,10,-0.13771169660881005,2
brava_sauce_ferrer,groceries,5.3,4.56,25,14,0,132.5,0,0.2717050726902195,2
brava_sauce_ferrer,groceries,5.3,4.56,27,14,0,143.1,1,0.38740269344654343,2
brava_sauce_ferrer,groceries,5.3,4.56,28,14,0,148.4,2,0.4452515038247055,2
brava_sauce_ferrer,groceries,5.3,4.56,29,14,0,153.7,3,0.5031003142028674,2
brava_sauce_ferrer,groceries,5.3,4.56,30,14,0,159.0,4,0.5609491245810294,2
brava_sauce_ferrer,groceries,5.3,4.56,31,14,0,164.29999999999998,5,0.6187979349591916,2
brava_sauce_ferrer,groceries,5.3,4.56,30,14,0,159.0,6,0.5609491245810294,2
brava_sauce_ferrer,groceries,5.3,4.56,30,14,0,159.0,7,0.5609491245810294,2
brava_sauce_ferrer,groceries,5.3,4.56,30,14,0,159.0,8,0.5609491245810294,2
brava_sauce_ferrer,groceries,5.3,4.56,30,14,0,159.0,9,0.5609491245810294,2
brava_sauce_ferrer,groceries,5.3,4.56,31,14,0,164.29999999999998,10,0.6187979349591916,2
broccoli,vegetables,1.29,1.11,10,14,0,12.9,0,-1.0477935474260076,2
broccoli,vegetables,1.29,1.11,10,14,0,12.9,1,-1.0477935474260076,2
broccoli,vegetables,1.29,1.11,10,14,0,12.9,2,-1.0337133652773605,2
broccoli,vegetables,1.29,1.11,10,14,0,12.9,3,-1.0337133652773605,2
broccoli,vegetables,1.29,1.11,12,14,0,15.48,4,-1.0055530009800666,2
broccoli,vegetables,1.29,1.11,11,14,0,14.190000000000001,5,-1.0196331831287135,2
broccoli,vegetables,1.29,1.11,11,14,0,14.190000000000001,6,-1.0196331831287135,2
broccoli,vegetables,1.29,1.11,11,14,0,14.190000000000001,7,-1.0196331831287135,2
broccoli,vegetables,1.29,1.11,11,14,0,14.190000000000001,8,-1.0196331831287135,2
broccoli,vegetables,1.29,1.11,11,14,0,14.190000000000001,9,-1.0196331831287135,2
broccoli,vegetables,1.29,1.11,11,14,0,14.190000000000001,10,-1.0196331831287135,2
butifarra_la_selva,groceries,5.92,5.09,29,14,0,171.68,0,0.6993496746933114,2
butifarra_la_selva,groceries,5.92,5.09,31,14,0,183.52,1,0.8285817341041488,2
butifarra_la_selva,groceries,5.92,5.09,32,14,0,189.44,2,0.8931977638095674,2
butifarra_la_selva,groceries,5.92,5.09,34,14,0,201.28,3,1.0224298232204048,2
butifarra_la_selva,groceries,5.92,5.09,36,14,0,213.12,4,1.1516618826312421,2
butifarra_la_selva,groceries,5.92,5.09,34,14,0,201.28,5,1.0224298232204048,2
butifarra_la_selva,groceries,5.92,5.09,35,14,0,207.2,6,1.0870458529258233,2
butifarra_la_selva,groceries,5.92,5.09,36,14,0,213.12,7,1.1516618826312421,2
butifarra_la_selva,groceries,5.92,5.09,36,14,0,213.12,8,1.1516618826312421,2
butifarra_la_selva,groceries,5.92,5.09,36,14,0,213.12,9,1.1516618826312421,2
butifarra_la_selva,groceries,5.92,5.09,36,14,5,213.12,10,1.1516618826312421,2
carrot,vegetables,1.83,1.58,54,14,0,98.82000000000001,0,-0.09590774495817603,2
carrot,vegetables,1.83,1.58,56,14,0,102.48,1,-0.05595932118759612,2
carrot,vegetables,1.83,1.58,58,14,0,106.14,2,-0.016010897417016362,2
carrot,vegetables,1.83,1.58,61,14,0,111.63000000000001,3,0.04391173823885327,2
carrot,vegetables,1.83,1.58,63,14,0,115.29,4,0.08386016200943318,2
carrot,vegetables,1.83,1.58,64,14,0,117.12,5,0.10383437389472305,2
carrot,vegetables,1.83,1.58,64,14,0,117.12,6,0.10383437389472305,2
